ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Chromopainter4,Country,Class_big,Class_small
HEL_CA6225AA_AS,0.0134679,0.00180182,0.00364034,0.00302653,-0.00103679,0.000918239,-0.00315169,0.000288215,-0.0135952,-0.0217027,-0.0158234,0.00808522,-0.0159948,-0.00756343,-0.000987392,0.00188513,0.00600333,-0.00186474,-0.000109921,-0.0086122,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA3190AA_AS,0.0133239,0.00215794,0.00184216,0.0035709,0.000209272,1.3463e-06,-0.00257611,-0.002114,-0.00787392,-0.0133766,-0.00868988,0.00257996,-0.0082372,-0.00287648,0.00110106,-0.00366659,0.00277736,0.000426924,-0.0047148,-0.00213511,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA5145AA_AS,0.012874,0.00160653,0.0026573,0.00275459,0.000450811,0.00179815,-0.00596903,0.00155449,-0.00759658,-0.0141265,-0.0105848,-0.000623831,-0.0100857,-0.0053361,0.000883523,-0.00460889,0.00180682,-0.00217804,0.00129067,0.000754003,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA5894AA_AS,0.0134306,0.00141969,0.00306982,0.00331286,0.00200313,0.00176433,-0.00533456,0.00132549,-0.0021903,-0.0100866,0.000464817,-0.000578045,-0.00269536,-0.00210969,-0.000194589,-0.00325419,-0.000529297,-0.00126382,-0.0045224,0.00476367,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA5315AA_AS,0.0112771,-0.0011959,0.00265403,0.00433726,0.000264064,0.000126863,-0.00367482,0.00300736,-0.00416126,-0.00958652,-0.00175148,-0.00441685,-0.00403632,-0.00452627,-0.00327708,0.000238358,-0.000579171,0.000749924,-0.00199039,0.00596684,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA5313AA_AS,0.0133434,0.00187324,0.00384708,0.00289009,0.000242745,0.00133987,-0.00339856,0.00164909,-0.0108904,-0.0170004,-0.0118575,0.0049922,-0.0133984,-0.00432336,-0.00158303,-0.00214644,0.00546207,-0.000676537,-0.000113855,-0.00553367,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA5292AA_AS,0.0136013,0.00109079,0.00296619,0.00233366,-0.00049774,-4.34393e-05,-0.00339156,-0.00188816,-0.00852325,-0.0141605,-0.0105396,0.00192748,-0.00984933,-0.00246663,0.00149424,-0.00182466,-8.35638e-06,0.00135754,-0.00352077,-7.61718e-05,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA3948AA_AS,0.0139704,0.00330225,0.0039417,0.00250809,8.82523e-06,0.000177707,-0.00249243,-0.00138127,-0.0123524,-0.0159697,-0.00998127,0.00413485,-0.0130489,-0.0036771,0.000563754,-0.00132583,0.00836262,-0.00295513,0.00259561,-0.00587789,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA4618AA_AS,0.0135009,0.00168354,0.00339462,0.00329856,0.00108388,0.0010978,-0.00343842,0.00191473,-0.00359291,-0.00869665,-0.000720098,-0.000608796,-0.00412604,-0.00218195,0.000721375,-0.00188819,-0.00326542,-0.00205553,-0.00589559,0.0048219,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA4630AA_AS,0.0131587,0.00172541,0.0028914,0.0019561,-1.35319e-05,0.000943625,-0.00347617,-0.000195023,-0.00923055,-0.0164202,-0.0128834,0.00182967,-0.00696166,-0.00602887,-0.00154286,-0.00182562,0.00357936,-0.00050668,-0.00284032,-0.00466904,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA4007AA_AS,0.0137537,0.00172705,0.00318386,0.00407214,0.00177167,-0.000210988,-0.00300964,0.000707545,-0.0126328,-0.0215121,-0.0177589,0.00593397,-0.0167683,-0.00538603,-0.000129031,-0.00330149,0.0113996,-0.0010229,-0.00151543,-0.011031,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA4640AA_AS,0.0121999,-0.000230132,0.00212448,0.00319465,0.001136,0.00127078,-0.00469634,0.00058094,-0.00598443,-0.0132301,-0.00373223,0.00758134,-0.00397694,-0.00487708,-0.00135506,0.00277245,-0.00141366,0.00225363,-0.00660474,0.00140267,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA4622AA_AS,0.0132239,0.00239374,0.00242435,0.00312287,-0.000128696,0.00182375,-0.00552873,0.00271452,-0.00853055,-0.0113484,-0.00940816,0.0019318,-0.0137946,-0.00388771,0.00030094,-0.00263394,0.00119419,-0.00266835,-0.000115024,0.000641373,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0609AA_AS,0.0135218,0.00128679,0.00246013,0.00337693,0.00107621,0.00214285,-0.0047077,0.00106036,-0.00397903,-0.00822192,0.00218206,0.0169806,0.00521545,-0.00656556,-0.00371985,-0.00044587,-0.00627075,0.0011126,-0.00774649,0.00240224,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
GCA_018328085.1,0.0132388,0.0015627,0.0028707,0.00343291,-0.0011196,0.000358902,-0.00378022,0.00135551,-0.00448221,-0.00573877,-0.00502051,-0.00643933,-0.00920108,-0.00251513,0.000622077,-0.00584143,-0.00200282,0.00186897,-0.00423384,0.0046411,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0614AA_AS,0.01367,0.0011736,0.00243895,0.00253426,0.00112306,0.00048308,-0.00527977,-0.000979608,-0.00740329,-0.0135401,-0.0091581,-0.00339684,-0.0111685,-0.00394109,0.000714818,-0.00325225,0.000268364,0.00018859,-0.00412575,-0.000491367,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0585AA_AS,0.0140727,0.00230134,0.00253405,0.00228629,0.000685059,0.00145126,-0.00577169,0.00311429,-0.0067449,-0.01055,-0.00724132,0.00233693,-0.00710789,-0.00265514,-0.00346872,-0.00301036,-0.00248874,-0.00191373,-0.000272208,0.00276336,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0632AA_AS,0.0120138,-0.000624411,0.00220865,0.00275434,0.00289961,0.00150531,-0.00343927,0.00117432,-0.00397626,-0.0145885,-0.00136293,0.0233286,0.00524092,-0.00554287,-0.003337,0.00515317,-0.00151569,0.000932595,-0.00350405,-0.00267265,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
GCA_018328205.1,0.0135513,0.00176354,0.00281182,0.00296653,0.000160004,0.00181561,-0.00512,0.000590864,-0.00868275,-0.0130926,-0.00959493,0.00522197,-0.0104756,-0.00599419,-0.000515791,-0.00351104,0.00245591,-0.00251003,-0.00360723,-0.00155543,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0584AA_AS,0.0126519,0.00193521,0.00352584,0.00229327,0.00272333,2.22893e-05,-0.00133416,0.00198845,-0.00659889,-0.0170838,-0.00552649,0.00189992,-0.00779121,-0.00583467,-0.00229655,0.00195425,0.00200711,0.000829021,-0.00143678,0.000943778,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0626AA_AS,0.013272,0.00253729,0.00264533,0.00286744,-0.000227435,0.00116036,-0.00497116,0.00252185,-0.0111063,-0.0163419,-0.00944807,0.0028747,-0.011133,-0.00339554,0.00207073,0.00010067,0.0058354,-0.00137045,-0.00235978,-0.00247126,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0630AA_AS,0.0137565,0.00220228,0.00288551,0.00234402,-0.00115701,0.00026773,-0.00310755,-0.000271175,-0.00673057,-0.0116735,-0.0127051,0.000127561,-0.00973098,-0.00132384,-0.00144123,-0.000308189,-0.000346862,0.000325789,-0.00521984,0.00357783,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
GCA_018327945.1,0.0111918,-0.000685203,0.00194778,0.00426161,0.000333528,0.0018706,-0.00645955,0.0038581,-0.00244119,-0.00797478,-0.000882491,-0.00817494,-0.00694661,0.000270332,0.000779438,-0.0036533,-0.00291201,0.000950434,-0.00437802,0.0111043,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0587AA_AS,0.0125467,0.000357309,0.00258341,0.00263721,0.00195587,0.000974365,-0.00366605,0.000192606,-0.00127509,-0.00989892,0.00208285,0.00634608,0.00165663,-0.00311197,-0.000912088,-0.00087082,-0.00476909,0.00186586,-0.0066467,0.00671798,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0589AA_AS,0.0131462,0.00138224,0.00212602,0.0025712,0.00358874,0.00114186,-0.00372399,-0.000305528,-0.00851583,-0.016625,-6.15132e-05,-0.000414481,-0.00983645,-0.00321824,-0.00211457,-0.00423542,0.00458607,-0.0019017,-3.38005e-05,-0.00502395,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0631AA_AS,0.0133829,0.00148709,0.00291495,0.00310361,0.00162983,0.00134068,-0.00409138,0.00265975,-0.00396164,-0.0103894,-0.000876611,-0.00292815,-0.00320562,-0.00324188,0.00243445,-0.00441092,-0.00248622,-0.000674013,-0.00431103,0.00610694,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0596AA_AS,0.0136855,0.00140794,0.00350679,0.00322433,-0.000264983,-9.61161e-05,-0.00298809,-7.2714e-05,-0.0118788,-0.0179214,-0.0105949,0.00683024,-0.0140242,-0.00373944,-0.00166368,1.49688e-05,0.00617272,-0.00231954,0.00199194,-0.00922836,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_CA0599AA_AS,0.0133851,0.0023285,0.00264334,0.0023979,0.000767683,0.00243668,-0.00538597,0.00229263,-0.00997918,-0.0171518,-0.0137787,0.00391885,-0.0135996,-0.0047951,-0.000441287,-0.00550836,0.00558634,-0.00277363,-4.62049e-05,-0.00234534,hspLAEAChinaN,Japan,East_Asia,East_Asia_Japan
HEL_BA9901AA_AS,0.0130805,0.00175123,0.00312131,0.00298777,-0.00182503,-0.000412763,-0.000323877,-0.00517817,-0.00492838,-0.00745454,-0.00173319,0.000408198,0.00141314,0.00344824,-0.00126813,-0.00336504,-0.0112534,0.00168056,-0.00594803,0.00855256,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_AA0241AA_AS,0.0137509,0.00343577,0.00333116,0.00268535,-0.00522305,-0.00115606,-0.000828766,-0.00388674,-0.00736365,-0.00620005,-0.010102,-0.000957637,-0.00105653,0.00294496,-9.15427e-05,-0.00265411,-0.00468039,0.00368185,0.00168635,0.00548993,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_AA0167AA_AS,0.0137893,0.00338278,0.00349342,0.00172001,-0.00442279,0.000392507,-0.000128051,-0.004628,-0.00710847,-0.0101661,-0.0106279,0.00433505,-0.00181533,0.000548266,-0.00139722,0.000623028,-0.00565482,0.000746694,-0.00104812,0.0017077,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5296AA_AS,0.0128272,0.000191394,0.00166845,0.00315361,0.000913787,0.000132753,-0.00232512,-0.00200836,-0.00373605,-0.012274,-0.00168086,-0.0016616,-0.00526825,-0.000420439,-0.00382759,-0.00597968,-0.00175815,0.00137318,-0.00471972,0.00563307,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5863AA_AS,0.0140942,0.00290411,0.00337362,0.0021741,-0.00230806,-0.000776417,-0.00105733,-0.00265413,-0.0101568,-0.0120907,-0.0119522,0.00600862,-0.00598149,-2.85113e-05,-0.00299983,0.000243401,-0.000675787,0.000808822,-0.000512284,-0.00164061,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5163AA_AS,0.0130692,0.00138117,0.00253728,0.00438392,0.00496471,3.56293e-05,-0.00146382,0.00125723,-0.0049675,-0.0168079,0.000738958,-0.00194635,-0.00581372,-0.00557476,0.00340903,2.02341e-05,0.000407266,0.000817718,-0.000585365,0.000987033,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5285AA_AS,0.0120602,-0.00149358,0.00127542,0.00502134,0.00723394,0.000152555,-0.00374759,-0.00123976,-0.00831974,-0.0237904,0.00281486,-0.00159106,-0.00912656,-0.00374719,0.00294524,-0.00385517,0.00221031,-0.00208345,0.000270848,-0.00182073,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5756AA_AS,0.0138829,0.00324902,0.00337229,0.00266354,-0.000425349,0.000842384,-0.00120416,-0.00103897,-0.00935323,-0.0128876,-0.0087396,0.00361144,-0.0104237,-0.00141427,-0.000581563,-0.00260491,0.00328156,-0.00277201,-0.00195485,-0.00228845,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6237AA_AS,0.0135632,0.00241016,0.00325134,0.00202298,-0.00299766,-0.000981802,-0.00128511,-0.0044843,-0.00649648,-0.00679417,-0.00813265,0.0039894,-0.00108982,0.00224181,-0.00189433,-0.00277799,-0.00411369,0.00431376,-0.00209102,0.0046233,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5095AA_AS,0.0135946,0.00335746,0.00320238,0.00241296,-0.00232527,-0.00139951,-0.000264784,-0.00144053,-0.00910873,-0.0124476,-0.00776642,-0.00261312,-0.00725412,-0.000170049,-0.00251175,-0.0036629,-0.00199647,0.0023613,-0.000128487,0.00148476,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5760AA_AS,0.0139157,0.00381593,0.00330656,0.00226837,-0.00344581,-0.000868629,9.52425e-05,-0.00554404,-0.00884733,-0.0130177,-0.0106582,0.00440783,-0.00481416,-0.000614365,-0.00209191,-0.00294398,-0.0025358,0.000658769,-0.0031996,-0.002358,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5287AA_AS,0.013847,0.00298791,0.00349876,0.00338104,-0.00226216,-8.14386e-05,-0.00175802,-0.00132266,-0.00876606,-0.013826,-0.0132243,0.00303703,-0.00857362,0.000663221,-0.00403749,0.00147224,4.24543e-05,0.00341014,0.00381503,-0.00378552,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5144AA_AS,0.0131186,0.00212282,0.00309497,0.00318883,0.00342839,0.0004086,-0.00232499,-0.000557911,-0.0100793,-0.016654,-0.00219854,0.000810156,-0.0107529,-0.00420681,0.0022468,-0.00357264,0.00589703,-0.00292086,9.39064e-05,-0.00480062,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5109AA_AS,0.0136549,0.0025998,0.0032463,0.00297801,-0.00208339,-0.00113224,-0.000492074,-0.00453351,-0.00808095,-0.0109251,-0.00973818,0.00458296,-0.00358882,0.00157838,-0.0024753,-0.00186036,-0.00329221,-0.000452412,-0.00189597,0.00287886,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5273AA_AS,0.0131164,0.00221737,0.0038266,0.00284217,-0.0034878,-0.00111613,0.000450959,-0.00285876,-0.00547142,-0.00551886,-0.00545296,-0.00175146,-0.00352656,0.00434219,-0.000572294,-0.00168442,-0.00332988,0.00289271,-0.00539957,0.00552334,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_BA9247AA_AS,0.0136119,0.00310454,0.00319199,0.00256394,-0.0016729,-0.000491745,0.000887262,-0.00366604,-0.00573607,-0.00889547,-0.00897788,0.000692121,-0.00447546,-0.000934571,-0.00126417,-0.00202479,-0.00545054,0.00307406,-0.00224616,0.0010068,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5107AA_AS,0.0127912,0.00207366,0.00346214,0.00239573,-0.00198782,-0.000646305,-0.000669229,-0.00509596,-0.00386353,-0.00496588,-0.00264918,0.000495978,0.00255877,0.0041114,-0.00359741,-0.00131351,-0.014215,-0.000191553,-0.00572044,0.0109674,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6235AA_AS,0.0133844,0.00280932,0.00329719,0.00404266,-0.00163362,-0.000224391,-0.00193055,0.000951302,-0.0104759,-0.0176803,-0.0119759,0.00795857,-0.0113194,-0.00460901,-0.00234142,0.00330839,0.00293671,0.00303375,0.00294439,-0.00102938,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5307AA_AS,0.0139945,0.00219296,0.00367603,0.00170829,-0.00315839,0.00145807,-0.00136563,-0.00237537,-0.00260942,-0.000393245,-0.00622861,-0.000707159,0.00357041,0.00289675,-0.00151402,-0.00177897,-0.00932074,0.00518693,-0.00192697,0.0133864,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA5318AA_AS,0.0124615,-0.000154928,0.00327904,0.00351876,0.000972383,-0.000124243,-0.00271668,-0.00159209,-0.00709213,-0.01398,-0.00521542,-0.00207873,-0.00579064,-0.00197202,0.000472196,-0.00116212,0.000350112,-0.00029,-7.18216e-05,0.00111386,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6227AA_AS,0.0123219,0.00127513,0.00305263,0.00287142,-0.00125729,-0.000329215,-0.00238184,-4.23554e-05,-0.0145415,-0.0196669,-0.0120278,0.00591245,-0.0123486,-0.0075351,-0.000530293,0.00548327,0.00517678,0.00850018,0.0048694,0.000836119,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6776AA_AS,0.0123383,0.00132373,0.00253169,0.00307277,-0.00217509,2.62283e-05,-0.00156377,-0.0012124,-0.0100586,-0.0140698,-0.0118867,0.0048427,-0.00562067,-0.0005307,-0.00271815,0.00243469,-0.00235958,0.00620183,0.000128824,0.000378086,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6219AA_AS,0.0120022,0.00220456,0.00379606,0.00245191,-0.00344093,-9.76435e-05,-0.000381398,-0.00433398,-0.00777088,-0.00942198,-0.00940143,-0.000878288,-0.00565125,0.00474324,-0.00242859,-0.00250194,-0.00369466,0.00292368,-0.00577121,-0.00109328,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6198AA_AS,0.0138423,0.00325575,0.0029325,0.00284604,-0.000573589,-0.000931983,-0.0024203,-0.000272134,-0.0121881,-0.0175365,-0.0136437,0.00490852,-0.0135542,-0.00459634,-0.00122463,0.00171137,0.0049219,6.10838e-06,0.00251027,-0.00400379,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA4636AA_AS,0.0132463,0.00200429,0.00329271,0.00329785,-0.00138722,-0.000276456,-0.00185795,-0.00122775,-0.0137911,-0.0198556,-0.0124223,0.00781334,-0.0148611,-0.00604116,-0.00175134,0.00204088,0.00499895,-0.00155472,0.0018513,-0.00596844,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA4619AA_AS,0.0131652,0.00282268,0.00375233,0.0026207,-0.00307733,-0.00146338,0.00147343,-0.00364042,-0.010311,-0.0110541,-0.0086545,0.00573546,-0.00771582,-0.00052626,-0.00158485,0.000883427,0.00103736,0.00150578,-2.59865e-05,-0.00230973,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6161AA_AS,0.0129221,0.00197586,0.00311026,0.00314958,-0.00268724,-0.000663264,-0.000472584,-0.00101851,-0.00893893,-0.0133629,-0.00983088,-0.000153227,-0.00553295,0.000180595,-0.00105575,0.0015236,-0.00128068,0.00806252,0.000307143,0.00476933,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6190AA_AS,0.0132771,0.00186338,0.00259812,0.00261317,-0.00312937,0.000397633,-0.00192493,-0.00508769,-0.00267169,-0.00614899,-0.00503552,0.00328725,0.00418432,0.00287384,-0.000511019,-0.00193061,-0.00976673,0.00587691,-0.00526338,0.00365046,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA4259AA_AS,0.0129284,0.000229321,0.00248961,0.00204323,-0.000356944,-0.000503789,-0.00194899,-0.00511531,-0.00502518,-0.00791954,-0.00562864,-0.00312093,-0.00130466,0.00375176,-0.00354478,-0.00301562,-0.0033188,0.00296908,-0.00372826,0.00550567,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA6199AA_AS,0.0132163,0.00283061,0.00298208,0.00299025,-0.00147779,-0.000728249,-0.00194982,0.000386275,-0.0122362,-0.0182549,-0.0125897,0.00496586,-0.0126667,-0.00557854,-0.0021678,0.00447402,0.00469552,0.00463373,0.00636376,-0.000925877,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA4643AA_AS,0.0135617,0.00305359,0.00380034,0.00265209,-0.00404694,-2.3886e-05,0.000394797,-0.0054713,-0.00393842,-0.00365471,-0.00836212,-0.00511112,-0.000843721,0.00328418,-0.00268125,0.000486236,-0.00911708,0.00675211,-0.00147609,0.00880597,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA4004AA_AS,0.0136234,0.00208756,0.00310185,0.00277934,-0.00376424,-0.00104038,0.000111308,-0.00384509,-0.00897231,-0.0116935,-0.013177,0.00509445,-0.00324418,0.000488787,-0.00412214,-0.00169276,-0.00179502,0.00239454,-0.00425752,0.00158537,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA4628AA_AS,0.0126173,0.00089067,0.00330495,0.00388053,-0.00348421,-0.000365314,-0.00125889,0.00178445,-0.0108035,-0.014375,-0.0112011,0.0060524,-0.00805865,-0.00128764,-0.00262054,0.00326742,-0.000950542,0.005945,0.00102297,0.000473868,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
GCA_013183915.1,0.0124668,-0.000137627,0.0032669,0.00343898,0.000875463,-0.0001112,-0.00258903,-0.00168077,-0.00698937,-0.0139581,-0.00513344,-0.00140054,-0.00541068,-0.00211943,0.000318944,-0.000888717,0.000141729,-0.000285076,-0.000103215,0.0009538,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA0610AA_AS,0.0136071,0.00251544,0.00250384,0.00292211,-0.00189292,-1.81652e-05,-0.00236465,-0.00223761,-0.00645417,-0.0142709,-0.0107809,0.00264505,-0.0112104,-0.00224023,-0.000294445,-0.00406793,-0.000516398,0.00360436,-0.000367785,-0.000871554,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
GCA_018328285.1,0.0130133,0.00238755,0.00279919,0.00173565,-0.00158867,-0.000201293,0.000392787,-0.00609304,-0.00620097,-0.0109754,-0.00158313,0.0168803,0.00297933,-0.000881458,-0.00312125,-0.00351024,-0.00747861,0.000984473,-0.00276416,-0.000942855,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA0613AA_AS,0.01284,0.00122954,0.00269058,0.00295793,-0.000389754,0.000738912,-0.00180174,-0.00317443,-0.000289245,-0.00863836,0.000130249,0.0188731,0.0120274,-0.000257787,-0.00554221,0.000419367,-0.00814287,0.00676664,-0.00678041,0.00326849,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_CA0598AA_AS,0.0136084,0.00200602,0.00314553,0.00348269,0.000839038,0.000550271,-0.00455037,0.00101848,-0.00776225,-0.0105889,-0.00826332,-0.00052209,-0.00766672,-0.00323822,-0.00194905,-0.00518023,-0.00144063,-0.000227953,-0.00118064,0.00184495,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
GCA_018328265.1,0.0124565,0.00274014,0.00274956,0.00136601,-0.000721437,2.26739e-05,-0.00223095,-0.00477695,-0.00554183,-0.0109869,-0.00275415,0.0182424,0.00198416,-0.00329899,-0.00388108,-0.00134431,-0.00780845,0.00359738,-0.0080232,-0.00354062,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
GCA_018327845.1,0.0134916,0.00157708,0.00261866,0.00300745,0.00216953,0.00108688,-0.00233952,-0.00196591,-0.00860717,-0.0177676,-0.00351763,0.0016512,-0.0103423,-0.000283545,-0.000727901,-0.00281674,0.00545184,0.000658819,0.0025336,-0.0035685,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
GCA_018328245.1,0.0120007,0.000374254,0.00175635,0.00336111,-0.00312294,-0.000372517,0.00114917,-0.00784713,-0.00402127,-0.00599734,-0.00194219,-0.00251675,0.00158547,9.71765e-05,0.000292976,-0.00212145,-0.0058214,0.00669041,-0.00242768,0.00698507,hspLAEAChinaNS,Japan,East_Asia,East_Asia_Japan
HEL_AA0165AA_AS,0.0128651,0.00212665,0.00280524,0.00239836,-0.00286114,-0.000929377,-2.02059e-05,-0.00542873,-0.0102797,-0.0152515,-0.0112512,0.00241635,-0.0110081,0.000949266,-0.00141751,0.000515351,0.00140117,0.00181101,0.00314418,-0.000813462,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA6240AA_AS,0.0131014,0.00206521,0.00297525,0.0034394,-0.00523388,-0.00133327,-3.68448e-05,-0.00504815,-0.00546089,-0.00630129,-0.00607278,0.0033873,-8.18221e-05,-0.000599746,-0.000891085,0.00219278,-0.00653417,0.00777821,-0.00116061,0.00956859,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA5849AA_AS,0.0138647,0.00246452,0.00319363,0.00252344,-0.00497989,-0.000627228,0.00156126,-0.00484124,-0.00614072,-0.00556246,-0.00664662,-0.000311299,-0.00284725,0.00390359,-0.00381219,-0.00137422,-0.00742233,0.00611159,-0.000276296,0.0044251,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA5865AA_AS,0.012797,0.00094515,0.00288034,0.00343243,-0.00415213,-0.000489897,-0.000356731,-0.00465207,-0.00932893,-0.00755022,-0.0100187,-0.000522276,-0.000407879,0.00532581,-0.00333911,-0.00101237,-0.0150617,0.0082155,-0.00127369,0.015898,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA3153AA_AS,0.0137553,0.0033959,0.00332573,0.00285048,-0.00519106,-0.000862874,-0.000385079,-0.0047036,-0.0069449,-0.00667515,-0.00967616,-0.000742417,-0.00265009,0.00394215,-0.00296639,-0.00384855,-0.0139974,0.00583259,-0.00386868,0.015636,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA5126AA_AS,0.0112146,-2.77897e-05,0.00309928,0.00215318,-0.00655889,-0.00110195,0.00374156,-0.00750811,-0.00137815,-0.00159549,-0.0042173,-0.0063173,0.00568586,0.00573262,-0.00282622,-0.00224648,-0.0135427,0.003625,-0.00185849,0.0140726,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA5890AA_AS,0.0131654,0.00282116,0.00398599,0.00221196,-0.00454459,-0.00172754,0.00357933,-0.00770211,-0.00727724,-0.00455689,-0.00598548,0.00105613,0.00411113,0.00451885,-0.00526897,-0.00173824,-0.00864756,0.00433293,-0.00488061,0.00813012,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA5093AA_AS,0.0129222,0.00168102,0.00332649,0.00212802,-0.00609278,-0.00106079,0.00167437,-0.00601595,-0.00469152,-0.0030356,-0.005782,-0.00390392,0.00642549,0.00374816,-0.00242632,0.000365924,-0.0181764,0.00928057,-0.00227632,0.0263277,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
HEL_CA5901AA_AS,0.0132741,0.00208635,0.00298749,0.00254221,-0.0045288,-0.00152821,0.00209349,-0.00704147,-0.00287671,-0.00522664,-0.00579422,-0.00281014,0.00329954,0.00697456,-0.00411649,-0.00412434,-0.0121359,0.00699196,-0.00346191,0.0130798,hspLAEAChinaS,Japan,East_Asia,East_Asia_Japan
