ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Chromopainter4,Country,Class_big,Class_small
HEL_CA0042AA_AS,0.0119594,-0.000611572,0.00203226,0.0043336,0.00248353,0.000978165,-0.00448666,0.000284571,-0.00462992,-0.0118882,-0.00231604,-0.00562667,-0.00194619,-0.0045243,-0.00121713,-0.00429712,-0.0061794,0.00253813,-0.00671917,0.00596875,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0044AA_AS,0.0119682,-0.000634315,0.00197551,0.00429081,0.0025762,0.00081359,-0.00439333,0.000230486,-0.00467716,-0.0120305,-0.00230909,-0.00504082,-0.00159149,-0.00471534,-0.00132636,-0.0040891,-0.00611553,0.00254899,-0.00675586,0.00610319,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_AA4459AA_AS,0.0106741,-0.00135326,0.00179717,0.00286292,-0.00364983,0.00192096,-0.00435228,0.00328599,-0.00506243,-0.00148786,-0.00265428,0.00115765,0.00119739,-0.00256977,-0.00312462,0.00323324,-0.00727576,0.00264187,-0.00186322,0.0103519,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_BA0200AA_AS,0.0134262,0.00203368,0.00302455,0.00115023,-0.00692147,-0.00281325,0.00289607,-0.00753307,-0.00220821,-0.000382807,-0.00138739,0.000450205,0.00428275,0.00177083,-0.00033517,-0.00121342,-0.00612436,0.00347016,-0.000767769,0.00736725,hspLAEAChinaS,China,East_Asia,East_Asia_China
HEL_AA6057AA_AS,0.00787473,-0.0105635,-0.00587138,0.00173978,0.028211,0.00414919,-0.00623206,-0.00456606,0.0141098,-0.0200828,0.024877,-0.00607757,0.00929299,-0.00390452,-0.00932587,-0.00966819,-0.00869575,0.000117453,-0.0217614,0.00219185,hpSiberia,Russia,North_Asia,North_Asia_Russia
HEL_CA0227AA_AS,0.00279425,-0.012791,-0.00398957,0.00319958,0.00592342,0.00181241,-0.00893225,-0.000732498,0.00242299,-0.00766063,0.0039411,-0.00924596,-0.00176226,-0.00290261,-0.00605899,0.00171852,-0.015091,0.00603396,-0.00589807,0.0127039,hpEurope,China,East_Asia,East_Asia_China
HEL_AA5443AA_AS,0.0135465,0.00200741,0.00376373,0.00345838,-0.00290261,0.000291495,-0.000705094,-0.00219025,-0.00312957,-0.00356188,-0.00575001,-0.0049322,0.00146917,0.00153555,-0.0010538,-0.00191666,-0.0059018,0.00220881,-0.00282262,0.00686978,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_AA5446AA_AS,0.0127788,0.00134865,0.00226337,0.00346498,0.000804587,0.00073045,-0.00397136,0.000730859,-0.00106677,-0.00600894,-0.000582336,0.000511482,-0.00011809,4.31489e-06,0.0026215,-0.00249119,-0.00403026,0.00233021,-0.00599177,0.00767648,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_AA5444AA_AS,0.0138254,0.00135934,0.00302456,0.00307166,-0.00331412,-0.000156193,-0.00425641,0.00111671,-0.00380314,-0.00243006,-0.00511222,0.00128533,0.00150791,-0.00081996,-0.00396987,-5.56096e-05,-0.00393131,0.00407688,-0.00431175,0.00976612,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_AA5445AA_AS,0.0138386,0.0022382,0.00403585,0.00303659,-0.00141675,0.000944268,-0.00264281,0.00173185,-0.00270945,-0.00377402,-0.00113003,0.0204008,0.0100647,-0.00621035,-0.00456448,0.00378366,-0.00928862,0.0036646,-0.00439838,0.00530831,hspLAEAChinaN,China,East_Asia,East_Asia_China
GCA_000521245.1,0.0139547,0.00233544,0.00354569,0.00312074,-0.00278466,0.00125605,-0.00316604,0.000905302,-0.00423525,-0.00176467,-0.00557439,-0.0029777,0.000255834,-0.000615238,-0.00228294,-0.00147136,-0.0050759,0.00168997,-0.00557488,0.00984886,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0230AA_AS,0.0134931,0.0023072,0.00396901,0.00442183,-0.00231228,0.000442887,-0.00410819,0.00341694,-0.00184131,-0.00450175,-0.00560273,0.0009231,0.0014436,-0.00076863,-0.0041836,-0.000885375,-0.00493706,0.00377838,-0.0055113,0.00840967,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0228AA_AS,0.0138127,0.00210863,0.00346947,0.00275186,-0.00214531,0.00115309,-0.00221026,0.000730577,-0.00336855,-0.00358693,-0.000757537,0.000966082,0.00144892,-0.000742412,-0.000283076,-0.00103954,-0.00486488,0.00325229,-0.000893429,0.00724624,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0241AA_AS,0.0124448,0.00024577,0.00293822,0.00355046,-0.00231011,0.00148705,-0.00625509,0.00212992,-0.00269197,-0.000873196,-0.0058711,-0.000280855,0.00121193,-0.00339476,-0.000880533,0.00114506,-0.00192534,0.00109572,-0.0037618,0.00764357,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0231AA_AS,0.0118899,-0.00133456,0.00164879,0.00411252,0.00041837,0.000528912,-0.00439222,-3.40637e-05,-0.00234209,-0.00532689,-0.00217352,-0.00346498,-0.000483967,0.000139045,-0.00143058,-0.0020466,-0.00324375,0.00096667,-0.00666328,0.010527,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0229AA_AS,0.0137382,0.00216947,0.00334089,0.00331988,-0.00318745,0.00168726,-0.003649,0.001377,-0.00380172,-0.000689999,-0.00396602,-0.00125283,-0.000310352,0.00097588,0.00118671,-0.000499844,-0.00477298,0.00213149,-0.00537988,0.00888643,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0232AA_AS,0.0141912,0.00270289,0.00402517,0.00334994,-0.00400872,0.00089674,-0.00289202,0.00256644,-0.00403503,-0.00222889,-0.00510486,0.00313467,0.00102405,0.000196017,-0.00216948,-0.000726261,-0.00464961,0.00265927,-0.00442974,0.00861337,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0239AA_AS,0.0130287,0.001923,0.00345566,0.00475944,-0.0036753,0.000866841,-0.00263864,0.00337323,-0.0047033,-0.00573466,-0.00570631,-0.000860127,-0.000440653,-0.00112479,-0.000109294,-0.00212763,-0.00492643,0.0038127,-0.00220577,0.00875356,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0235AA_AS,0.0131988,0.000828041,0.00327489,0.00309135,-0.00110146,0.00155619,-0.00464416,0.00367845,-0.00141267,-0.00394541,-0.00238986,-0.000369987,-0.00143741,-0.00241156,-0.00115026,-0.000404181,-0.002999,-0.000483608,-0.00576389,0.00881064,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_CA0238AA_AS,0.0141381,0.00277963,0.00389865,0.00245565,-0.0031246,0.000983378,-0.00277226,0.000706137,-0.00348517,-0.00300092,-0.00351522,0.00170127,0.000652865,-0.000890559,0.000717572,0.000431402,-0.00597658,0.00102648,-0.00463906,0.00769106,hspLAEAChinaN,China,East_Asia,East_Asia_China
HEL_BA8674AA_AS,-0.0116879,-0.00290653,0.00392687,0.00597876,-0.00453992,-0.00130673,0.00863895,-0.000441155,-0.00491846,0.0048237,0.00236418,-0.0126403,0.00445576,-0.0176535,0.00531066,-0.00154021,0.0135346,-0.00285945,0.0107963,-0.00744414,hpEurope,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8723AA_AS,-0.010764,-0.00290919,0.00449602,0.0062635,-0.0056122,-0.00169512,0.00806151,-0.000713019,-0.0041937,0.00691553,0.00487849,-0.0150892,0.00456368,-0.0165765,0.0058829,-0.00303232,0.011653,-0.00121905,0.0105177,-0.00756199,hpEurope,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8719AA_AS,-0.00654997,-0.0116982,-0.000250106,0.0101928,-0.00523395,-0.00317433,0.00324661,-0.00498894,0.000778842,0.00534066,-0.00550186,-0.00989117,0.00678754,-0.00797791,-0.00130166,0.000738496,0.00926878,-0.00380879,-0.0012082,-0.00300319,hpEurope,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8660AA_AS,-0.00643548,-0.0102601,0.000578378,0.00987116,-0.00522981,-0.00487567,0.00554086,-0.00530541,-0.00081533,0.00442773,-0.00481524,-0.00916184,0.00682276,-0.00816595,-0.000907064,0.000978886,0.0104849,-0.00326299,0.0030942,-9.76694e-05,hpEurope,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8726AA_AS,-0.010898,-0.0031435,0.00413268,0.00597285,-0.0060907,-0.00191294,0.0083499,-0.000707728,-0.00488815,0.00485435,0.00306671,-0.012631,0.00526647,-0.0159871,0.00667985,-1.42246e-05,0.0116744,-0.00112943,0.0115853,-0.00575151,hpEurope,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8735AA_AS,-0.0111239,-0.0034572,0.00452097,0.00598149,-0.00597419,-0.00185417,0.0089831,-0.000696791,-0.00436054,0.00566203,0.00364339,-0.0129917,0.00602908,-0.0183914,0.0050487,-0.000929695,0.0106208,1.53331e-05,0.010057,-0.0083491,hpEurope,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8733AA_AS,-0.00658494,-0.011697,0.00010197,0.0103307,-0.00512232,-0.00336298,0.00406848,-0.00534281,0.000197568,0.00453951,-0.00562385,-0.00942469,0.00771944,-0.00452199,-0.000401632,0.00224764,0.00701515,-0.00154941,0.000530994,-0.00175698,hpEurope,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8732AA_AS,0.000228403,-0.000739219,0.00204607,-0.00446072,-0.0146259,-0.00354776,0.0220218,-0.00274203,0.0295211,0.00208481,0.0126128,0.0101394,-0.0306146,-0.000387168,-0.000584673,-0.0182212,-0.00319223,0.0432833,0.00713994,0.000633527,hpNEAfrica,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8678AA_AS,-0.000703093,-0.000732595,0.00359324,-0.00588366,-0.0170584,-0.00164899,0.0253485,0.000607827,0.0429011,-0.00033315,0.0199162,0.0260655,-0.0375225,-0.00718493,0.00290265,-0.022342,0.016689,0.0792302,0.000447465,-0.000393889,hpNEAfrica,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8694AA_AS,0.0105347,0.000315688,0.00275034,-0.00012366,-0.0124797,-0.00361545,0.0112333,-0.0110894,0.00643139,0.0100151,0.0082551,-0.00462577,0.00320901,-0.00622435,0.00757399,-0.00303472,0.00972162,-0.00491273,-0.00556499,-0.00067194,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8740AA_AS,0.01,0.00041126,0.00293722,0.00134435,-0.012623,-0.00493198,0.0154201,-0.0184997,0.00609549,0.0155078,0.0102731,-0.00922008,0.00935514,-0.0168278,0.0107295,0.00198877,0.0313077,-0.0245028,-0.0181053,-0.00764198,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8679AA_AS,0.0108821,0.000703725,0.00300692,-0.00195105,-0.0116922,-0.00477056,0.0136381,-0.0131667,0.00722916,0.0106844,0.00675214,-0.00942413,0.000932386,-0.00590363,0.00679859,-0.00116054,0.0120355,-0.00297241,-0.00412821,-3.16526e-05,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8730AA_AS,0.0112813,0.00115652,0.00283478,-0.00081334,-0.0117129,-0.004204,0.0162538,-0.0197594,0.00788899,0.0147546,0.0101791,-0.00473643,0.00841315,-0.0155441,0.0149423,0.00140738,0.0331936,-0.0245093,-0.017628,-0.00884638,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8714AA_AS,0.00931469,-0.0010271,0.00180544,0.000186141,-0.012517,-0.00413112,0.0138769,-0.0134975,0.0123476,0.00856945,0.00932043,-0.00346518,-0.0102425,-0.00969039,0.00118382,-0.0023238,0.00604492,-0.00845144,-0.00328917,0.00260198,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8739AA_AS,0.0101288,0.000676218,0.00305258,-5.39707e-05,-0.0125706,-0.00325049,0.0143404,-0.0115383,0.0057651,0.00862358,0.0084892,-0.00774664,0.00218822,-0.00490838,0.00802523,0.00211161,0.0119506,-0.00538829,-0.00662359,-0.00603007,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8682AA_AS,0.0112829,0.00147209,0.00331599,0.00072639,-0.0117984,-0.00386257,0.0146708,-0.0197496,0.0088115,0.0147967,0.00841947,-0.00750679,0.00850159,-0.0149656,0.0143406,0.00135456,0.0313627,-0.0256037,-0.0167995,-0.00593854,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8693AA_AS,0.0108237,-6.08947e-05,0.00288387,-0.000542439,-0.0125089,-0.00390884,0.0135286,-0.0146635,0.00568294,0.0108539,0.00690141,-0.004132,0.00515451,-0.00395773,0.0127428,-0.0017105,0.012403,-0.00891172,-0.0037632,-0.0050443,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8729AA_AS,0.0100423,0.00108012,0.00275412,-0.00130747,-0.0128032,-0.00240977,0.0154758,-0.0123373,0.0113801,0.00802526,0.011387,0.00372214,-0.000931756,-0.0126054,0.00791737,-0.00221729,0.0128183,0.00384958,-0.00461263,-0.00267849,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8724AA_AS,0.0120115,0.00180402,0.00304222,-0.00112289,-0.0119551,-0.0018848,0.0119853,-0.0149797,0.00590121,0.00841649,0.00869784,-0.00281474,0.00594248,-0.00699261,0.00468042,0.000533371,0.016335,-0.00834093,-0.00966324,-0.00256923,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8680AA_AS,0.00906806,0.00119154,0.0029749,-0.000248644,-0.0121374,-0.00391763,0.0152195,-0.0125209,0.0117914,0.00636056,0.0108167,0.00193939,-0.00230279,-0.00707072,0.00555836,-0.00194902,0.0123886,0.00281647,-0.00236249,0.000475636,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8673AA_AS,0.0109255,0.000630376,0.00199466,-0.000946657,-0.011561,-0.0023628,0.0116849,-0.0117285,0.00690038,0.00963141,0.00812978,-0.00562623,0.00159247,-0.00296955,0.00457509,-0.0027499,0.0113203,-0.00360748,-0.00633344,0.00221006,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8738AA_AS,0.0102738,0.000908991,0.00218621,-0.00083742,-0.0119002,-0.00298722,0.0132259,-0.013418,0.00570412,0.00877372,0.00727962,-0.00564093,0.00492601,-0.0060686,0.00637773,0.00102228,0.011404,-0.00751837,-0.00554629,-0.00324228,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8741AA_AS,0.00937298,0.00068423,0.00404629,0.00174564,-0.0123249,-0.0046384,0.0158833,-0.0176471,0.0056066,0.016067,0.0103756,-0.0111029,0.00938708,-0.0198,0.0140267,-0.000624065,0.0342039,-0.021046,-0.0110621,-0.0045787,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8731AA_AS,0.0121369,0.0016368,0.0023902,-0.00211813,-0.0119293,-0.00235038,0.0134632,-0.0163417,0.00767044,0.00983908,0.00909413,-0.00453623,0.00132216,-0.00766718,0.00777126,-0.00279298,0.0109859,-0.00405616,-0.00714005,0.00178893,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8690AA_AS,0.0118289,0.00115087,0.00297445,-0.00120176,-0.0112846,-0.00323291,0.0112498,-0.0138157,0.00510545,0.00828512,0.0060865,-0.00130359,0.00339135,-0.00969652,0.0057116,0.0035917,0.010934,-0.0104591,-0.00522449,0.000864096,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8677AA_AS,0.0115105,0.00127591,0.00384927,0.000527287,-0.0118478,-0.00455137,0.0144067,-0.0182557,0.00626347,0.0163707,0.00988966,-0.00915059,0.00828406,-0.0138592,0.0137013,-0.000440255,0.0312873,-0.0233458,-0.0156117,-0.00824165,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8676AA_AS,0.0118147,0.000672967,0.00268546,-0.000544636,-0.0115801,-0.00260921,0.0100139,-0.0124961,0.00622759,0.00787521,0.00720482,-0.00393956,0.00458118,-0.00742695,0.00740256,0.00225996,0.00864696,-0.00567308,-0.00503965,-0.000795224,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8708AA_AS,0.0106898,0.000688846,0.0027885,-0.000971582,-0.0122766,-0.00310378,0.0145467,-0.0155516,0.00626879,0.00899565,0.0118457,-0.000857095,0.00409861,-0.00897548,0.00597815,-0.000115189,0.0156742,-0.00576396,-0.00819559,-0.00712454,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8727AA_AS,0.0108,0.00111234,0.00315314,0.00119926,-0.0120987,-0.00381269,0.0162213,-0.0191701,0.00669536,0.015543,0.00980747,-0.00557265,0.00791505,-0.0153278,0.0133689,0.00200264,0.0322851,-0.0225964,-0.0161931,-0.00882914,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8698AA_AS,0.0115414,0.000901585,0.00303584,-0.00100891,-0.0128894,-0.0034804,0.0153644,-0.015765,0.00538897,0.0116791,0.0135726,-0.00603037,0.00937039,-0.00993675,0.0115482,-0.000294554,0.0207024,-0.0150928,-0.00900335,-0.00551141,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8675AA_AS,0.0115129,0.00160429,0.0021822,-0.000762615,-0.0102,-0.00190052,0.0089723,-0.0107924,0.00666857,0.00763638,0.0074854,-0.00417199,0.00133082,-0.00567858,0.00586736,-0.00171085,0.0069972,-0.00882749,-0.00581729,0.00235458,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8704AA_AS,0.0110308,0.000897815,0.00304966,-0.00179653,-0.0141121,-0.00387487,0.0165046,-0.0145824,0.00874386,0.0118526,0.0115269,-0.00422696,0.00327164,-0.0108248,0.00807379,0.00034264,0.0218569,-0.0104721,-0.0092434,-0.00513801,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8721AA_AS,0.0107083,0.000582606,0.00303002,0.000713771,-0.0125148,-0.00377553,0.0114978,-0.0166054,0.005129,0.0104792,0.00674029,-0.000294231,0.00432298,-0.0146705,0.00959189,0.00165731,0.0198029,-0.0143849,-0.0113155,-0.00382538,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8691AA_AS,0.0113706,0.000840506,0.00282678,-0.00145465,-0.012635,-0.00226139,0.0130928,-0.0157805,0.00682228,0.0107832,0.00616428,-0.0014155,0.00648919,-0.0124703,0.00914948,0.00147327,0.0166589,-0.00853857,-0.00812872,-0.00240611,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8736AA_AS,0.0116171,0.000353076,0.00220248,-0.00162372,-0.0128122,-0.00340121,0.0133111,-0.015025,0.00660427,0.0113942,0.00790046,-0.00716529,-0.00015395,-0.00447946,0.00917149,-0.00219545,0.0138766,-0.00247361,-0.00857654,-0.000429571,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8683AA_AS,0.0103377,0.000995452,0.00349944,0.00135882,-0.012461,-0.00336358,0.0170015,-0.0185277,0.00653899,0.0166515,0.00904935,-0.00516611,0.00683716,-0.0146931,0.01448,0.000148029,0.0313715,-0.023705,-0.0175277,-0.00822588,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8702AA_AS,0.0100863,0.000635574,0.00294899,2.07449e-05,-0.0125774,-0.00352591,0.0140541,-0.0132781,0.00788984,0.010547,0.0115932,-0.00213587,0.0057067,-0.0127865,0.00846998,0.00286234,0.018034,-0.0118905,-0.00824145,-0.004605,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8666AA_AS,0.0116669,0.00122504,0.00231037,0.000276639,-0.0109113,-0.0023387,0.0123571,-0.0132526,0.00519694,0.00834278,0.00544837,0.000312258,0.00527568,-0.0079485,0.0059048,-0.000295538,0.0123698,-0.00336374,-0.00482934,0.00168662,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8665AA_AS,0.00896251,-0.000566699,0.00258486,-0.000650957,-0.0132198,-0.00296499,0.0145585,-0.0123996,0.010182,0.0131037,0.00780679,-0.00917422,-0.00225321,-0.00655596,0.00643819,-0.00308745,0.0145071,-0.0115817,-0.00204487,-0.000416345,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8706AA_AS,0.0113438,0.000241907,0.00304034,0.000391568,-0.0132396,-0.00519942,0.0154282,-0.0139968,0.00644001,0.0101017,0.0087082,-0.00212948,0.00852301,-0.0116619,0.00982755,0.00308227,0.0205803,-0.0111757,-0.00833828,-0.00465221,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8734AA_AS,0.0106251,0.000707896,0.0035047,0.000635628,-0.0131606,-0.00505691,0.0158732,-0.017081,0.00626206,0.0166937,0.0112898,-0.00432495,0.0124643,-0.0186451,0.0121369,0.00239253,0.0304232,-0.0249947,-0.0159321,-0.00773585,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8672AA_AS,0.0112628,0.00137685,0.00273797,-0.000643411,-0.0131778,-0.0029682,0.0140542,-0.0134384,0.00780747,0.0123404,0.00925559,-0.00214819,0.00379363,-0.00525751,0.00900792,-0.00158677,0.0130244,-0.00680279,-0.0113629,-0.00339427,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8716AA_AS,0.011099,0.000948839,0.00133948,-0.00194377,-0.013977,-0.00407425,0.0156973,-0.0170332,0.00796036,0.0115214,0.0107546,-0.00700194,0.004203,-0.00892169,0.0106455,-0.00138591,0.0230369,-0.0133872,-0.0111835,-0.00098013,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8742AA_AS,0.0119538,0.00205378,0.00351354,-0.000354449,-0.0118724,-0.00373404,0.0105924,-0.0125563,0.00796081,0.0097988,0.00954716,-0.00198237,0.00218687,-0.0122767,0.00731719,0.0022452,0.0151218,-0.0107662,-0.00858343,-0.000964512,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8699AA_AS,0.0111897,0.00102018,0.00330688,-0.000675802,-0.0125371,-0.00296668,0.0142461,-0.0137652,0.00628774,0.0108013,0.0103931,-0.00179092,0.00677599,-0.0103936,0.00915919,0.00194763,0.0172486,-0.0147684,-0.0101712,-0.00477165,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8685AA_AS,0.0111855,0.00115272,0.00300144,0.000809786,-0.0127712,-0.0033454,0.0133856,-0.017387,0.00568537,0.0102954,0.00616815,-0.000349686,0.0043245,-0.0132902,0.00988989,0.00107849,0.019602,-0.0156839,-0.0112474,-0.00488067,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8728AA_AS,0.010623,0.00113097,0.00239901,-0.00016345,-0.0127628,-0.00311496,0.0127679,-0.0126809,0.00768448,0.0108734,0.0106183,-0.000755784,0.00242679,-0.00919841,0.00752288,0.00203308,0.0120372,-0.00940963,-0.00761364,-0.000271624,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8737AA_AS,0.0109787,0.000738355,0.00284309,-0.000700615,-0.0107582,-0.00368132,0.0131632,-0.0135535,0.00695905,0.00926383,0.00785436,0.00148297,0.00556625,-0.0077509,0.00382073,0.000710941,0.00867306,-0.00885887,-0.00248577,-0.00232841,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8696AA_AS,0.0102044,0.00046845,0.00244758,0.000131272,-0.012701,-0.00407733,0.0139275,-0.0104917,0.00695183,0.0123383,0.0089988,0.00282471,2.22814e-05,-0.0115602,0.00623744,-0.00104796,0.0187597,-0.00835053,-0.0103023,2.97967e-05,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8663AA_AS,0.0117555,0.00105564,0.00305271,3.55775e-05,-0.0125995,-0.00288029,0.012275,-0.0142434,0.00464572,0.00830758,0.00769749,0.000791813,0.00393497,-0.0123066,0.010467,0.00139428,0.0168807,-0.00691326,-0.0129095,0.000478967,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8700AA_AS,0.00901585,0.000175018,0.00212614,-0.0016748,-0.0121689,-0.00364326,0.0161708,-0.014133,0.0122013,0.00877419,0.0141621,0.0171081,0.00360232,-0.00954773,0.00511143,-0.00378975,0.00964848,0.00621298,-0.0040056,-0.00323009,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8667AA_AS,0.0106988,9.26992e-05,0.00202574,-0.00031805,-0.0109107,-0.00431724,0.0121758,-0.0141361,0.00398618,0.0110066,0.007681,-0.00495648,0.00399242,-0.00900347,0.00755185,0.00100103,0.0109007,-0.00563803,-0.00540499,-0.00444329,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8689AA_AS,0.0112659,0.00104191,0.00307364,-0.000868841,-0.0127118,-0.00314358,0.0141433,-0.0155682,0.00649121,0.0106272,0.0107374,-0.00177877,0.00657837,-0.0104465,0.0096222,0.00214949,0.0170267,-0.0141658,-0.00882255,-0.00563004,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8703AA_AS,0.0124117,0.00165219,0.00282199,2.18525e-05,-0.0114847,-0.0030763,0.0116939,-0.0123879,0.00597855,0.0104522,0.00578517,-0.00580073,0.00479549,-0.0124747,0.00738705,0.00166188,0.0191129,-0.0093337,-0.00995289,0.000121943,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8664AA_AS,0.0118382,0.00254073,0.00341241,0.000492109,-0.0121938,-0.00418762,0.0111484,-0.0129204,0.00553177,0.0100079,0.00798264,-0.00154089,0.000470596,-0.0107258,0.00752295,2.77478e-05,0.0165231,-0.00925625,-0.00783427,-0.00148725,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8687AA_AS,0.0116764,0.00151885,0.00281786,-0.000664318,-0.0114553,-0.00274413,0.0117842,-0.0149826,0.00269933,0.00850202,0.00707341,-0.00356599,0.00284816,-0.0077942,0.00748197,0.00314828,0.0152598,-0.00834877,-0.00638711,0.000271758,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
HEL_BA8710AA_AS,0.0108253,0.00103605,0.00377584,-0.000613513,-0.0125765,-0.00311864,0.0136665,-0.0119061,0.00839493,0.0106567,0.0104572,-0.00567955,0.0019972,-0.00716235,0.00841941,-0.0017961,0.00912379,-0.00147156,-0.00796373,-0.00186886,hspLASEAsia,Vietnam,Southeast_Asia,Southeast_Asia_Vietnam
